# trial, First Instruction, Load 32-bit GDT, Protected Mode Enable, Protected Transition, Paging identity mapping, Load 64-bit GDT, Jump to 64-bit
417, 34, 3426, 2928, 212, 91050, 7338, 302
418, 34, 4942, 3376, 212, 143284, 9722, 286
419, 36, 3308, 2950, 212, 88508, 7354, 290
420, 36, 3356, 3038, 212, 150988, 7340, 300
421, 34, 3978, 3202, 212, 90338, 8286, 300
422, 34, 3330, 2856, 212, 140010, 7350, 284
423, 36, 3364, 4014, 210, 92784, 9042, 286
424, 36, 3510, 3172, 208, 88404, 7606, 286
425, 34, 3576, 3094, 212, 91712, 7322, 286
426, 34, 4950, 3476, 214, 89222, 9672, 286
427, 36, 3350, 2850, 214, 140930, 7412, 290
428, 34, 3476, 2990, 214, 91228, 7278, 288
429, 36, 3970, 3210, 212, 148102, 8378, 286
430, 36, 3314, 2974, 210, 89340, 7306, 286
431, 34, 3416, 3852, 212, 146534, 9052, 284
432, 36, 3500, 3284, 214, 89362, 7804, 286
433, 34, 3364, 2944, 214, 91156, 7296, 286
434, 34, 5230, 3482, 216, 89636, 9618, 286
435, 36, 3328, 2960, 208, 87968, 7336, 298
436, 36, 3438, 2914, 212, 149410, 7550, 306
437, 36, 3982, 3248, 214, 89858, 8294, 286
438, 34, 3332, 2892, 214, 140504, 7342, 286
439, 34, 3374, 3984, 212, 90886, 8956, 286
440, 34, 3504, 3112, 212, 148406, 7660, 284
441, 34, 3458, 3002, 212, 92174, 7564, 288
442, 36, 4956, 3410, 210, 88498, 9814, 286
443, 34, 3468, 3310, 210, 90822, 7378, 290
444, 34, 3440, 3048, 210, 91626, 7294, 288
445, 32, 3976, 3146, 212, 141656, 971816, 286
446, 34, 3340, 3206, 214, 92816, 7290, 288
447, 36, 4954, 3446, 212, 135858, 9698, 286
448, 36, 3308, 3100, 210, 88216, 7582, 284
449, 34, 3404, 2990, 212, 137394, 7378, 292
450, 34, 3936, 3250, 212, 89870, 8412, 286
451, 36, 3322, 2888, 210, 88944, 7306, 286
452, 36, 3530, 4084, 210, 91356, 8942, 284
453, 34, 3478, 3002, 210, 89364, 7648, 288
454, 34, 3428, 2864, 210, 137456, 7306, 288
455, 36, 4966, 3400, 212, 88548, 9666, 288
456, 38, 3314, 2896, 214, 137016, 7376, 286
457, 34, 3370, 2990, 210, 90796, 7270, 300
458, 34, 3968, 3282, 210, 138860, 8362, 290
459, 34, 3352, 2972, 210, 89510, 7298, 284
460, 36, 3316, 3878, 218, 90246, 9148, 286
461, 34, 3776, 3340, 214, 89716, 7770, 300
462, 36, 3466, 2974, 212, 92072, 7856, 286
463, 34, 3950, 3136, 212, 139676, 8298, 288
464, 36, 3372, 2838, 210, 88606, 7266, 302
465, 34, 3354, 3848, 214, 141584, 8988, 286
466, 36, 3486, 3176, 212, 89244, 7648, 286
467, 36, 3374, 3004, 212, 142740, 7484, 286
468, 34, 4950, 3426, 212, 89602, 9694, 288
469, 36, 3310, 3068, 212, 89244, 7390, 288
470, 36, 3610, 3028, 214, 91946, 7304, 284
471, 34, 3992, 3184, 212, 89608, 8244, 290
472, 34, 3306, 3036, 212, 142232, 7360, 288
473, 34, 3354, 3880, 212, 90658, 8990, 284
474, 36, 3552, 3112, 212, 138890, 7636, 286
475, 34, 3400, 2894, 212, 91010, 7464, 286
476, 36, 4952, 3338, 214, 139610, 9774, 286
477, 34, 3336, 3046, 214, 88892, 7400, 288
478, 34, 3360, 3032, 212, 91204, 7454, 292
479, 34, 4272, 3424, 210, 90550, 8594, 286
480, 36, 3338, 3090, 212, 88794, 7448, 288
481, 34, 3356, 3838, 212, 143698, 9162, 288
482, 36, 3554, 3222, 212, 89512, 7686, 288
483, 40, 3426, 2966, 210, 145168, 7406, 286
484, 36, 4962, 3408, 212, 89092, 9848, 288
485, 34, 3324, 2944, 212, 140890, 7368, 286
486, 34, 3376, 2980, 214, 91072, 7266, 288
487, 34, 3504, 3188, 216, 89704, 7608, 286
488, 34, 3526, 3222, 214, 93848, 7294, 286
489, 36, 4962, 3326, 210, 88874, 9634, 286
490, 36, 3352, 2918, 212, 139852, 7464, 286
491, 36, 3352, 2916, 212, 90814, 7466, 286
492, 36, 3998, 3308, 214, 141038, 8334, 284
493, 36, 3338, 3050, 212, 88644, 7278, 284
494, 36, 3388, 3882, 210, 142382, 9098, 290
495, 36, 3528, 3190, 214, 89012, 7630, 286
496, 36, 3356, 3014, 210, 90588, 7294, 288
497, 36, 5214, 3616, 206, 90498, 9660, 286
498, 34, 3300, 2982, 212, 88582, 7332, 294
499, 34, 3386, 2988, 212, 143966, 7296, 288
500, 34, 3994, 3168, 210, 90108, 8262, 286
501, 36, 3308, 2976, 216, 143598, 7394, 288
502, 36, 3390, 4086, 212, 91918, 8992, 286
