# trial, First Instruction, Load 32-bit GDT, Protected Mode Enable, Protected Transition, Paging identity mapping, Load 64-bit GDT, Jump to 64-bit
520, 90, 120, 4260, 270, 17190, 270, 240
521, 60, 150, 4260, 240, 17220, 270, 240
522, 60, 150, 4260, 270, 17220, 270, 240
523, 60, 150, 4260, 270, 17250, 270, 240
524, 60, 120, 4260, 270, 17250, 240, 240
525, 60, 150, 4260, 270, 17220, 240, 240
526, 60, 150, 4260, 270, 17190, 270, 240
527, 60, 150, 4260, 270, 17220, 270, 240
528, 60, 120, 4260, 270, 17220, 270, 240
529, 60, 150, 4260, 240, 17220, 270, 240
530, 60, 150, 4260, 270, 17220, 240, 270
531, 60, 150, 4260, 240, 17280, 240, 240
532, 60, 150, 4260, 270, 17220, 270, 240
533, 60, 120, 4260, 270, 17190, 270, 240
534, 60, 150, 4260, 270, 17220, 270, 240
535, 60, 120, 4260, 270, 17280, 240, 270
536, 60, 150, 4260, 270, 17250, 240, 240
537, 60, 150, 4260, 270, 17250, 240, 240
538, 60, 150, 4260, 270, 17190, 270, 240
539, 60, 180, 5340, 300, 21570, 330, 300
540, 60, 180, 5340, 300, 21510, 330, 300
541, 90, 150, 5340, 330, 21510, 330, 300
542, 60, 180, 5310, 330, 21540, 330, 300
543, 60, 180, 5340, 330, 21570, 330, 300
544, 90, 150, 5340, 330, 21540, 330, 300
545, 90, 150, 5340, 330, 21510, 330, 300
